Title,Image_full,Image_thumb,Type,Job,Element,Cost,Serial Type,Power,Category,Set,Code
Barret,https://fftcg.cdn.sewest.net/images/cards/full/1-114R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-114R_eg.jpg, Forward, AVALANCHE Operative,ability, 3, R, 7000, VII, Opus I, 1-114R
Geomancer,https://fftcg.cdn.sewest.net/images/cards/full/1-115C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-115C_eg.jpg, Backup, Standard Unit,earth, 2, C, , III, Opus I, 1-115C
Prishe,https://fftcg.cdn.sewest.net/images/cards/full/1-116L_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-116L_eg.jpg, Forward, Abhorrent One,earth, 5, L, 8000, DFF · XI, Opus I, 1-116L
Hecatoncheir,https://fftcg.cdn.sewest.net/images/cards/full/1-117R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-117R_eg.jpg, Summon, ,earth, 3, R, , XIII, Opus I, 1-117R
Mustadio,https://fftcg.cdn.sewest.net/images/cards/full/1-118R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-118R_eg.jpg, Backup, Machinist,exburst, 5, R, , FFT, Opus I, 1-118R
Monk,https://fftcg.cdn.sewest.net/images/cards/full/1-119C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-119C_eg.jpg, Forward, Standard Unit,earth, 2, C, 6000, FFT, Opus I, 1-119C
Monk,https://fftcg.cdn.sewest.net/images/cards/full/1-120C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-120C_eg.jpg, Backup, Standard Unit,earth, 2, C, , FFT, Opus I, 1-120C
Red Mage,https://fftcg.cdn.sewest.net/images/cards/full/1-121C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-121C_eg.jpg, Backup, Standard Unit,lightning, 2, C, , III, Opus I, 1-121C
Exdeath,https://fftcg.cdn.sewest.net/images/cards/full/1-122H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-122H_eg.jpg, Forward, Wizard,lightning, 5, H, 9000, DFF · V, Opus I, 1-122H
Odin,https://fftcg.cdn.sewest.net/images/cards/full/1-123R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-123R_eg.jpg, Summon, ,lightning, 4, R, , XIII, Opus I, 1-123R
Odin,https://fftcg.cdn.sewest.net/images/cards/full/1-124R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-124R_eg.jpg, Summon, ,exburst, 7, R, , FFT, Opus I, 1-124R
Onion Knight,https://fftcg.cdn.sewest.net/images/cards/full/1-125R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-125R_eg.jpg, Forward, Sage,lightning, 3, R, 6000, DFF · III, Opus I, 1-125R
Orlandeau,https://fftcg.cdn.sewest.net/images/cards/full/1-126H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-126H_eg.jpg, Forward, Sword Saint,lightning, 5, H, 7000, FFT, Opus I, 1-126H
Kain,https://fftcg.cdn.sewest.net/images/cards/full/1-127H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-127H_eg.jpg, Forward, Dragoon,exburst, 6, H, 8000, DFF · IV, Opus I, 1-127H
Gilgamesh,https://fftcg.cdn.sewest.net/images/cards/full/1-128R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-128R_eg.jpg, Forward, Praetorian,ability, 3, R, 7000, DFF · V, Opus I, 1-128R
Gilgamesh,https://fftcg.cdn.sewest.net/images/cards/full/1-129C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-129C_eg.jpg, Forward, Praetorian,ability, 4, C, 8000, DFF · V, Opus I, 1-129C
Black Mage,https://fftcg.cdn.sewest.net/images/cards/full/1-130C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-130C_eg.jpg, Backup, Standard Unit,lightning, 2, C, , FFT, Opus I, 1-130C
Cait Sith,https://fftcg.cdn.sewest.net/images/cards/full/1-131R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-131R_eg.jpg, Forward, Spy,ability, 3, R, 5000, VII, Opus I, 1-131R
Cait Sith,https://fftcg.cdn.sewest.net/images/cards/full/1-132C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-132C_eg.jpg, Forward, Spy,exburst, 1, C, 2000, VII, Opus I, 1-132C
Sage,https://fftcg.cdn.sewest.net/images/cards/full/1-133C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-133C_eg.jpg, Backup, Standard Unit,lightning, 4, C, , III, Opus I, 1-133C
Duke Goltanna,https://fftcg.cdn.sewest.net/images/cards/full/1-134R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-134R_eg.jpg, Backup, Duke,lightning, 3, R, , FFT, Opus I, 1-134R
Golbez,https://fftcg.cdn.sewest.net/images/cards/full/1-135L_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-135L_eg.jpg, Forward, Warlock,lightning, 6, L, 9000, DFF · IV, Opus I, 1-135L
Zalbaag,https://fftcg.cdn.sewest.net/images/cards/full/1-136C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-136C_eg.jpg, Forward, Knight,lightning, 3, C, 5000, FFT, Opus I, 1-136C
Seymour,https://fftcg.cdn.sewest.net/images/cards/full/1-137R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-137R_eg.jpg, Backup, Summoner,lightning, 4, R, , X, Opus I, 1-137R
Summoner,https://fftcg.cdn.sewest.net/images/cards/full/1-138C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-138C_eg.jpg, Backup, Standard Unit,lightning, 1, C, , FFT, Opus I, 1-138C
Summoner,https://fftcg.cdn.sewest.net/images/cards/full/1-139C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-139C_eg.jpg, Backup, Standard Unit,down, 3, C, , III, Opus I, 1-139C
Magus,https://fftcg.cdn.sewest.net/images/cards/full/1-140C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-140C_eg.jpg, Backup, Standard Unit,lightning, 3, C, , III, Opus I, 1-140C
Lightning,https://fftcg.cdn.sewest.net/images/cards/full/1-141L_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-141L_eg.jpg, Forward, Ravager,ability, 6, L, 9000, XIII, Opus I, 1-141L
Lightning,https://fftcg.cdn.sewest.net/images/cards/full/1-142R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-142R_eg.jpg, Forward, Ravager,lightning, 4, R, 4000, XIII, Opus I, 1-142R
Ramuh,https://fftcg.cdn.sewest.net/images/cards/full/1-143C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-143C_eg.jpg, Summon, ,exburst, 1, C, , FFT, Opus I, 1-143C
Ramza,https://fftcg.cdn.sewest.net/images/cards/full/1-144R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-144R_eg.jpg, Forward, Knight,ability, 4, R, 5000, FFT, Opus I, 1-144R
Ramza,https://fftcg.cdn.sewest.net/images/cards/full/1-145C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-145C_eg.jpg, Forward, Warrior,down, 3, C, 7000, FFT, Opus I, 1-145C
Ricard,https://fftcg.cdn.sewest.net/images/cards/full/1-146H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-146H_eg.jpg, Forward, Dragoon,lightning, 4, H, 8000, II, Opus I, 1-146H
Dragoon,https://fftcg.cdn.sewest.net/images/cards/full/1-147C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-147C_eg.jpg, Forward, Standard Unit,lightning, 3, C, 6000, FFT, Opus I, 1-147C
Dragoon,https://fftcg.cdn.sewest.net/images/cards/full/1-148C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-148C_eg.jpg, Forward, Standard Unit,down, 3, C, 5000, FFT, Opus I, 1-148C
Lulu,https://fftcg.cdn.sewest.net/images/cards/full/1-149H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-149H_eg.jpg, Backup, Guardian,down, 5, H, , X, Opus I, 1-149H
Lulu,https://fftcg.cdn.sewest.net/images/cards/full/1-150R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-150R_eg.jpg, Backup, Guardian,lightning, 3, R, , X, Opus I, 1-150R
Agrias,https://fftcg.cdn.sewest.net/images/cards/full/1-151R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-151R_eg.jpg, Forward, Knight,exburst, 5, R, 6000, FFT, Opus I, 1-151R
Ultimecia,https://fftcg.cdn.sewest.net/images/cards/full/1-152L_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-152L_eg.jpg, Forward, Witch,ability, 5, L, 9000, DFF · VIII, Opus I, 1-152L
Alma,https://fftcg.cdn.sewest.net/images/cards/full/1-153C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-153C_eg.jpg, Backup, Cleric,down, 3, C, , FFT, Opus I, 1-153C
Vaan,https://fftcg.cdn.sewest.net/images/cards/full/1-154R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-154R_eg.jpg, Forward, Pirate,water, 5, R, 6000, DFF · XII, Opus I, 1-154R
Warrior of Light,https://fftcg.cdn.sewest.net/images/cards/full/1-155R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-155R_eg.jpg, Forward, Warrior,water, 4, R, 8000, DFF · I, Opus I, 1-155R
Ovelia,https://fftcg.cdn.sewest.net/images/cards/full/1-156C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-156C_eg.jpg, Backup, Princess,water, 2, C, , FFT, Opus I, 1-156C
Scholar,https://fftcg.cdn.sewest.net/images/cards/full/1-157C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-157C_eg.jpg, Backup, Standard Unit,down, 2, C, , III, Opus I, 1-157C
Cloud of Darkness,https://fftcg.cdn.sewest.net/images/cards/full/1-158H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-158H_eg.jpg, Forward, Wraith,water, 6, H, 7000, DFF · III, Opus I, 1-158H
Evoker,https://fftcg.cdn.sewest.net/images/cards/full/1-159C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-159C_eg.jpg, Backup, Standard Unit,water, 1, C, , III, Opus I, 1-159C
Gordon,https://fftcg.cdn.sewest.net/images/cards/full/1-160H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-160H_eg.jpg, Forward, Prince,down, 2, H, 4000, II, Opus I, 1-160H
White Mage,https://fftcg.cdn.sewest.net/images/cards/full/1-161C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-161C_eg.jpg, Backup, Standard Unit,water, 2, C, , FFT, Opus I, 1-161C
Cecil,https://fftcg.cdn.sewest.net/images/cards/full/1-162R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-162R_eg.jpg, Forward, Paladin,water, 5, R, 8000, DFF · IV, Opus I, 1-162R
Tidus,https://fftcg.cdn.sewest.net/images/cards/full/1-163L_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-163L_eg.jpg, Forward, Guardian,ability, 4, L, 7000, DFF · X, Opus I, 1-163L
Tidus,https://fftcg.cdn.sewest.net/images/cards/full/1-164R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-164R_eg.jpg, Forward, Guardian,water, 4, R, 8000, X, Opus I, 1-164R
Knight,https://fftcg.cdn.sewest.net/images/cards/full/1-165C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-165C_eg.jpg, Forward, Standard Unit,water, 2, C, 5000, III, Opus I, 1-165C
Knight,https://fftcg.cdn.sewest.net/images/cards/full/1-166C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-166C_eg.jpg, Forward, Standard Unit,water, 1, C, 3000, III, Opus I, 1-166C
Viking,https://fftcg.cdn.sewest.net/images/cards/full/1-167C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-167C_eg.jpg, Forward, Standard Unit,water, 2, C, 1000, III, Opus I, 1-167C
Geomancer,https://fftcg.cdn.sewest.net/images/cards/full/1-168C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-168C_eg.jpg, Forward, Standard Unit,water, 3, C, 6000, FFT, Opus I, 1-168C
Geomancer,https://fftcg.cdn.sewest.net/images/cards/full/1-169C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-169C_eg.jpg, Backup, Standard Unit,down, 2, C, , FFT, Opus I, 1-169C
Fairy,https://fftcg.cdn.sewest.net/images/cards/full/1-170C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-170C_eg.jpg, Summon, ,exburst, 2, C, , FFT, Opus I, 1-170C
Minwu,https://fftcg.cdn.sewest.net/images/cards/full/1-171H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-171H_eg.jpg, Backup, Mage,water, 3, H, , II, Opus I, 1-171H
Moogle,https://fftcg.cdn.sewest.net/images/cards/full/1-172C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-172C_eg.jpg, Summon, ,exburst, 1, C, , FFT, Opus I, 1-172C
Mime,https://fftcg.cdn.sewest.net/images/cards/full/1-173C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-173C_eg.jpg, Forward, Standard Unit,water, 2, C, 4000, FFT, Opus I, 1-173C
Yaag Rosch,https://fftcg.cdn.sewest.net/images/cards/full/1-174R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-174R_eg.jpg, Backup, PSICOM,water, 2, R, , XIII, Opus I, 1-174R
Yuj,https://fftcg.cdn.sewest.net/images/cards/full/1-175R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-175R_eg.jpg, Forward, NORA,water, 3, R, 7000, XIII, Opus I, 1-175R
Yuna,https://fftcg.cdn.sewest.net/images/cards/full/1-176H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-176H_eg.jpg, Backup, Summoner,exburst, 5, H, , X, Opus I, 1-176H
Yuna,https://fftcg.cdn.sewest.net/images/cards/full/1-177R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-177R_eg.jpg, Backup, Summoner,water, 2, R, , X, Opus I, 1-177R
Leviathan,https://fftcg.cdn.sewest.net/images/cards/full/1-178R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-178R_eg.jpg, Summon, ,exburst, 3, R, , FFT, Opus I, 1-178R
Leila,https://fftcg.cdn.sewest.net/images/cards/full/1-179H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-179H_eg.jpg, Forward, Pirate,water, 3, H, 6000, II, Opus I, 1-179H
Wakka,https://fftcg.cdn.sewest.net/images/cards/full/1-180R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-180R_eg.jpg, Backup, Blitzballer,water, 3, R, , X, Opus I, 1-180R
Onion Knight,https://fftcg.cdn.sewest.net/images/cards/full/1-181H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-181H_eg.jpg, Forward, Onion Knight,num, 2, H, 5000, DFF · III, Opus I, 1-181H
Cloud,https://fftcg.cdn.sewest.net/images/cards/full/1-182L_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-182L_eg.jpg, Forward, SOLDIER,ability, 4, L, 8000, DFF · VII, Opus I, 1-182L
Cosmos,https://fftcg.cdn.sewest.net/images/cards/full/1-183H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-183H_eg.jpg, Backup, Goddess of Harmony,light, 2, H, , DFF, Opus I, 1-183H
Chaos,https://fftcg.cdn.sewest.net/images/cards/full/1-184H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-184H_eg.jpg, Backup, God of Chaos,dark, 2, H, , DFF · I, Opus I, 1-184H
The Emperor,https://fftcg.cdn.sewest.net/images/cards/full/1-185H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-185H_eg.jpg, Forward, Emperor,dark, 5, H, 9000, DFF · II, Opus I, 1-185H
Sephiroth,https://fftcg.cdn.sewest.net/images/cards/full/1-186L_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-186L_eg.jpg, Forward, War Hero,dark, 8, L, 8000, DFF · VII, Opus I, 1-186L
Cloud,https://fftcg.cdn.sewest.net/images/cards/full/1-187S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-187S_eg.jpg, Forward, SOLDIER,ability, 6, S, 9000, VII, Opus I, 1-187S
Zangan,https://fftcg.cdn.sewest.net/images/cards/full/1-188S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-188S_eg.jpg, Backup, Martial Arts Master,exburst, 4, S, , VII, Opus I, 1-188S
Tifa,https://fftcg.cdn.sewest.net/images/cards/full/1-189S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-189S_eg.jpg, Forward, Martial Artist,ability, 4, S, 8000, VII, Opus I, 1-189S
Bahamut Fury,https://fftcg.cdn.sewest.net/images/cards/full/1-190S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-190S_eg.jpg, Summon, ,exburst, 2, S, , VII, Opus I, 1-190S
Red XIII,https://fftcg.cdn.sewest.net/images/cards/full/1-191S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-191S_eg.jpg, Forward, Warrior,ability, 3, S, 7000, VII, Opus I, 1-191S
Cid Raines,https://fftcg.cdn.sewest.net/images/cards/full/1-192S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-192S_eg.jpg, Forward, The Cavalry,ice, 2, S, 5000, XIII, Opus I, 1-192S
Jihl Nabaat,https://fftcg.cdn.sewest.net/images/cards/full/1-193S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-193S_eg.jpg, Backup, Saboteur,exburst, 2, S, , XIII, Opus I, 1-193S
Snow,https://fftcg.cdn.sewest.net/images/cards/full/1-194S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-194S_eg.jpg, Forward, Sentinel,ability, 3, S, 7000, XIII, Opus I, 1-194S
Serah,https://fftcg.cdn.sewest.net/images/cards/full/1-195S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-195S_eg.jpg, Forward, Saboteur,ice, 3, S, 6000, XIII, Opus I, 1-195S
Mog (XIII-2),https://fftcg.cdn.sewest.net/images/cards/full/1-196S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-196S_eg.jpg, Backup, Moogle,ice, 3, S, , XIII, Opus I, 1-196S
Brother,https://fftcg.cdn.sewest.net/images/cards/full/1-197S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-197S_eg.jpg, Backup, Gullwings,wind, 3, S, , X, Opus I, 1-197S
Valefor,https://fftcg.cdn.sewest.net/images/cards/full/1-198S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-198S_eg.jpg, Summon, ,exburst, 2, S, , X, Opus I, 1-198S
Paine,https://fftcg.cdn.sewest.net/images/cards/full/1-199S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-199S_eg.jpg, Forward, Gullwings,wind, 3, S, 7000, X, Opus I, 1-199S
Baralai,https://fftcg.cdn.sewest.net/images/cards/full/1-200S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-200S_eg.jpg, Backup, Praetor,down, 2, S, , X, Opus I, 1-200S
Rikku,https://fftcg.cdn.sewest.net/images/cards/full/1-201S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-201S_eg.jpg, Forward, Gullwings,wind, 4, S, 6000, X, Opus I, 1-201S
Vincent,https://fftcg.cdn.sewest.net/images/cards/full/1-202S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-202S_eg.jpg, Forward, Gunslinger,earth, 3, S, 7000, VII, Opus I, 1-202S
Wedge,https://fftcg.cdn.sewest.net/images/cards/full/1-203S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-203S_eg.jpg, Backup, AVALANCHE Operative,earth, 4, S, , VII, Opus I, 1-203S
Jessie,https://fftcg.cdn.sewest.net/images/cards/full/1-204S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-204S_eg.jpg, Backup, AVALANCHE Operative,earth, 3, S, , VII, Opus I, 1-204S
Barret,https://fftcg.cdn.sewest.net/images/cards/full/1-205S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-205S_eg.jpg, Forward, AVALANCHE Operative,ability, 2, S, 6000, VII, Opus I, 1-205S
Biggs,https://fftcg.cdn.sewest.net/images/cards/full/1-206S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-206S_eg.jpg, Backup, AVALANCHE Operative,earth, 2, S, , VII, Opus I, 1-206S
Gilgamesh,https://fftcg.cdn.sewest.net/images/cards/full/1-207S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-207S_eg.jpg, Forward, Commando,lightning, 4, S, 8000, XIII, Opus I, 1-207S
Noel,https://fftcg.cdn.sewest.net/images/cards/full/1-208S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-208S_eg.jpg, Forward, Commando,lightning, 3, S, 5000, XIII, Opus I, 1-208S
Maqui,https://fftcg.cdn.sewest.net/images/cards/full/1-209S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-209S_eg.jpg, Backup, NORA,lightning, 2, S, , XIII, Opus I, 1-209S
Lightning,https://fftcg.cdn.sewest.net/images/cards/full/1-210S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-210S_eg.jpg, Forward, Ravager,lightning, 6, S, 8000, XIII, Opus I, 1-210S
Rygdea,https://fftcg.cdn.sewest.net/images/cards/full/1-211S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-211S_eg.jpg, Forward, The Cavalry,lightning, 2, S, 5000, XIII, Opus I, 1-211S
Shuyin,https://fftcg.cdn.sewest.net/images/cards/full/1-212S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-212S_eg.jpg, Backup, Illusion,exburst, 4, S, , X, Opus I, 1-212S
Tidus,https://fftcg.cdn.sewest.net/images/cards/full/1-213S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-213S_eg.jpg, Forward, Guardian,water, 6, S, 9000, X, Opus I, 1-213S
Yuna,https://fftcg.cdn.sewest.net/images/cards/full/1-214S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-214S_eg.jpg, Forward, Summoner,water, 2, S, 5000, X, Opus I, 1-214S
Lenne,https://fftcg.cdn.sewest.net/images/cards/full/1-215S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-215S_eg.jpg, Backup, Summoner,water, 2, S, , X, Opus I, 1-215S
Wakka,https://fftcg.cdn.sewest.net/images/cards/full/1-216S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-216S_eg.jpg, Forward, Blitzballer,ability, 4, S, 8000, X, Opus I, 1-216S
Sephiroth,https://fftcg.cdn.sewest.net/images/cards/full/PR-001_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/PR-001_eg.jpg, Forward, War Hero,ability, 4, PR, 8000, VII, Opus I, PR-001
Vincent,https://fftcg.cdn.sewest.net/images/cards/full/PR-002_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/PR-002_eg.jpg, Forward, Gunslinger,ability, 3, PR, 7000, VII, Opus I, PR-002
Lightning,https://fftcg.cdn.sewest.net/images/cards/full/PR-003_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/PR-003_eg.jpg, Forward, Knight,ability, 5, PR, 9000, XIII, Opus I, PR-003
